Cluster ID,confidence_score,Match,Key,Unique Custodians,canonical_Key,canonical_Unique Custodians,canonical_Match
58,0.995980732,Goldman Sachs,308,GOLDMAN SACHS BANK,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.993672399,Goldman Sachs,309,GOLDMAN SACHS BANK USA,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.990942283,Goldman Sachs,310,GOLDMAN SACHS EXECUTION & CLEARING,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.991377946,Goldman Sachs,311,"GOLDMAN SACHS EXECUTION & CLEARING, L.P.",b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.989685051,Goldman Sachs,312,"GOLDMAN SACHS FINANCIAL MARKETS, L.P.",b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.993362184,Goldman Sachs,313,GOLDMAN SACHS INTERNATIONAL,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.990717574,Goldman Sachs,314,GOLDMAN SACHS INTERNATIONAL (LONDON),b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.991885551,Goldman Sachs,315,GOLDMAN SACHS INTERNATIONAL BANK,b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.994903036,Goldman Sachs,316,"GOLDMAN, SACHS & CO",b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.994335719,Goldman Sachs,317,"GOLDMAN, SACHS & CO.",b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
58,0.991262448,Goldman Sachs,318,"GOLDMAN, SACHS & CO. AND AFFILIATED QUALIFIED CUSTODIANS",b'313',b'GOLDMAN SACHS',b'Goldman Sachs'
59,0.993517,Vanguard Marketing Corporation,719,VANGUARD CAPITAL,b'719',b'VANGUARD CAPITAL',b'Vanguard Marketing Corporation'
59,0.993517,Vanguard Marketing Corporation,720,VANGUARD MARKETING CORPORATION,b'719',b'VANGUARD CAPITAL',b'Vanguard Marketing Corporation'
60,0.998260975,Banco Santander,22,BANCO SANTANDER,b'22',b'BANCO SANTANDER',b'Banco Santander'
60,0.996679008,Banco Santander,23,"BANCO SANTANDER (MXICO), S.A.",b'22',b'BANCO SANTANDER',b'Banco Santander'
60,0.997334957,Banco Santander,24,BANCO SANTANDER (SUISSE) S.A.,b'22',b'BANCO SANTANDER',b'Banco Santander'
60,0.997438848,Banco Santander,25,"BANCO SANTANDER (SUISSE), S.A.",b'22',b'BANCO SANTANDER',b'Banco Santander'
61,0.995972186,DBS Bank,242,DBS BANK LIMITED,b'242',b'DBS BANK LTD',b'DBS Bank'
61,0.997496188,DBS Bank,243,DBS BANK LTD,b'242',b'DBS BANK LTD',b'DBS Bank'
61,0.996880084,DBS Bank,244,DBS BANK LTD.,b'242',b'DBS BANK LTD',b'DBS Bank'
62,0.991865,Cullen/Frost Bankers,237,"CULLEN/FROST BANKERS, INC.",b'237',"b'CULLEN/FROST BANKERS, INC.'",b'Cullen/Frost Bankers'
62,0.991865,Cullen/Frost Bankers,301,FROST BANK,b'237',"b'CULLEN/FROST BANKERS, INC.'",b'Cullen/Frost Bankers'
63,0.98523,Stifel Nicolaus & Company,633,STIFEL FINANCIAL CORP.,b'633',b'STIFEL FINANCIAL CORP.',b'Stifel Nicolaus & Company'
63,0.98523,Stifel Nicolaus & Company,634,"STIFEL, NICOLAUS & COMPANY, INCORPORATED",b'633',b'STIFEL FINANCIAL CORP.',b'Stifel Nicolaus & Company'
64,0.977655,BTG Pactual,17,BANCO BTG PACTUAL S.A.,b'17',b'BANCO BTG PACTUAL S.A.',b'BTG Pactual'
64,0.977655,BTG Pactual,127,"BTG PACTUAL US CAPITAL, LLC",b'17',b'BANCO BTG PACTUAL S.A.',b'BTG Pactual'
65,0.998222578,Brown Brothers Harriman,120,BROWN BROTHERS HARRIMAN,b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
65,0.997597218,Brown Brothers Harriman,121,BROWN BROTHERS HARRIMAN & CO.,b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
65,0.996866345,Brown Brothers Harriman,122,BROWN BROTHER'S HARRIMAN & CO.,b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
65,0.996199632,Brown Brothers Harriman,123,"BROWN BROTHERS HARRIMAN TRUST COMPANY, NA",b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
65,0.996342003,Brown Brothers Harriman,124,BROWN BROTHERS HARRIMAN TRUSTEE SERVICES (IRELAND) LIMITED,b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
65,0.997132039,Brown Brothers Harriman,125,BROWN BROTHERS HARRIMANN & CO.,b'120',b'BROWN BROTHERS HARRIMAN',b'Brown Brothers Harriman'
66,0.998095,HSBC,337,HSBC BANK USA NATIONAL ASSOCIATION,b'337',b'HSBC BANK USA NATIONAL ASSOCIATION',b'HSBC'
66,0.998095,HSBC,340,"HSBC BANK USA, NATIONAL ASSOCIATION",b'337',b'HSBC BANK USA NATIONAL ASSOCIATION',b'HSBC'
67,0.978905503,BNP Paribas,71,BGL BNP PARIBAS SOCIT ANONYME,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.997996792,BNP Paribas,89,BNP PARIBAS,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.988448195,BNP Paribas,90,BNP PARIBAS - LONDON BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.98395567,BNP Paribas,91,BNP PARIBAS ACTING THROUGH ITS NEW YORK BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.982724335,BNP Paribas,92,BNP PARIBAS BANK & TRUST CAYMAN LIMITED,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.989118744,BNP Paribas,93,"BNP PARIBAS ESPAA, S.A.",b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.991454545,BNP Paribas,94,BNP PARIBAS LONDON BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.985726465,BNP Paribas,95,BNP PARIBAS PRIME BROKERAGE INC,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.983260635,BNP Paribas,96,"BNP PARIBAS PRIME BROKERAGE INTERNATIONAL, LTD",b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.985791709,BNP Paribas,97,"BNP PARIBAS PRIME BROKERAGE, INC.",b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.988968842,BNP Paribas,98,BNP PARIBAS SA LONDON BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.989305496,BNP Paribas,99,BNP PARIBAS SALONDON BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.984440003,BNP Paribas,100,BNP PARIBAS SECURITIES CORP.,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.986465801,BNP Paribas,101,BNP PARIBAS SECURITIES SERVICES DUBLIN BRANCH,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.985715654,BNP Paribas,102,BNP PARIBAS SECURITIES SERVICES IRELAND LIMITED,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.996599328,BNP Paribas,103,BNP PARIBAS USA,b'90',b'BNP PARIBAS',b'BNP Paribas'
67,0.986306824,BNP Paribas,104,"BNP PARIBAS, NEW YORK BRANCH",b'90',b'BNP PARIBAS',b'BNP Paribas'
68,0.994578,UBS,696,UBS AG,b'696',b'UBS AG',b'UBS'
68,0.994578,UBS,710,"UBS, AG",b'696',b'UBS AG',b'UBS'
69,0.995900472,Wintrust Bank,757,WINTRUST BANK,b'757',b'WINTRUST FINANCIAL CORPORATION',b'Wintrust Bank'
69,0.994560897,Wintrust Bank,758,WINTRUST FINANCIAL,b'757',b'WINTRUST FINANCIAL CORPORATION',b'Wintrust Bank'
69,0.994805753,Wintrust Bank,759,WINTRUST FINANCIAL CORPORATION,b'757',b'WINTRUST FINANCIAL CORPORATION',b'Wintrust Bank'
69,0.991764863,Wintrust Bank,760,WINTRUST FUNDS GROUP,b'757',b'WINTRUST FINANCIAL CORPORATION',b'Wintrust Bank'
70,0.967694399,Citi Transaction Services,177,CITI PRIME FINANCE,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.971173885,Citi Transaction Services,178,CITI PRIVATE BANK,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.995900127,Citi Transaction Services,179,CITIBANK,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.977379074,Citi Transaction Services,180,CITIBANK CBO SERVICES,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.977538099,Citi Transaction Services,181,CITIBANK HONG KONG,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.97576842,Citi Transaction Services,182,CITIBANK LUXEMBOURG,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.988011787,Citi Transaction Services,183,CITIBANK N.A.,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.974240482,Citi Transaction Services,184,CITIBANK N.A. HONG KONG,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.968651998,Citi Transaction Services,185,"CITIBANK N.A., SINGAPORE BRANCH",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.992039092,Citi Transaction Services,186,CITIBANK NA,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.978236936,Citi Transaction Services,187,CITIBANK NA MUMBAI,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.97551468,Citi Transaction Services,188,"CITIBANK NA, NEW YORK BRANCH",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.981471762,Citi Transaction Services,189,CITIBANK PRIVATE BANK,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.986936872,Citi Transaction Services,190,"CITIBANK, A.S.",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.987218631,Citi Transaction Services,191,"CITIBANK, N.A.",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.990626097,Citi Transaction Services,192,"CITIBANK, NA",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.983459649,Citi Transaction Services,193,CITIGROUP GLOBAL CAPITAL MARKETS LIMITED,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.978017611,Citi Transaction Services,194,CITIGROUP GLOBAL MARKETS INC.,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.978772675,Citi Transaction Services,195,CITIGROUP GLOBAL MARKETS LIMITED,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.977263165,Citi Transaction Services,196,CITIGROUP GLOBAL MARKETS LTD.,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.978564305,Citi Transaction Services,197,"CITIGROUP GLOBAL MARKETS, INC.",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.977010851,Citi Transaction Services,198,"CITIGROUP GLOBAL MARKETS, LTD.",b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.980518157,Citi Transaction Services,199,CITIGROUP INC.,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.97511174,Citi Transaction Services,200,CITIGROUP SECURITIES SERVICES INC.,b'180',b'CITIBANK',b'Citi Transaction Services'
70,0.977059511,Citi Transaction Services,201,"CITIGROUP, INC.",b'180',b'CITIBANK',b'Citi Transaction Services'
71,0.998302003,Standard Chartered Bank,610,STANDARD CHARTERED,b'610',b'STANDARD CHARTERED BANK',b'Standard Chartered Bank'
71,0.998352627,Standard Chartered Bank,611,STANDARD CHARTERED BANK,b'610',b'STANDARD CHARTERED BANK',b'Standard Chartered Bank'
71,0.997710089,Standard Chartered Bank,612,STANDARD CHARTERED BANK (INDIA),b'610',b'STANDARD CHARTERED BANK',b'Standard Chartered Bank'
71,0.997650683,Standard Chartered Bank,613,STANDARD CHARTERED BANK (MAURITIUS) LIMITED,b'610',b'STANDARD CHARTERED BANK',b'Standard Chartered Bank'
72,0.997865,Wedbush Securities,723,WEDBUSH SECURITIES INC.,b'723',b'WEDBUSH SECURITIES INC.',b'Wedbush Securities'
72,0.997865,Wedbush Securities,724,"WEDBUSH SECURITIES, INC.",b'723',b'WEDBUSH SECURITIES INC.',b'Wedbush Securities'
73,0.996968344,SunTrust Banks,636,SUNTRUST BANK,b'636',b'SUNTRUST BANK',b'SunTrust Banks'
73,0.992961422,SunTrust Banks,637,"SUNTRUST BANK, N.A.",b'636',b'SUNTRUST BANK',b'SunTrust Banks'
73,0.994180337,SunTrust Banks,638,"SUNTRUST BANKS, INC.",b'636',b'SUNTRUST BANK',b'SunTrust Banks'
73,0.988760322,SunTrust Banks,639,"SUNTRUST INVESTMENT SERVICES, INC.",b'636',b'SUNTRUST BANK',b'SunTrust Banks'
73,0.98911418,SunTrust Banks,640,"SUNTRUST ROBINSON HUMPHREY, INC.",b'636',b'SUNTRUST BANK',b'SunTrust Banks'
74,0.992544543,Morgan Stanley,481,MORGAN STANELY & CO. LLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.998176461,Morgan Stanley,482,MORGAN STANLEY,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.992594036,Morgan Stanley,483,MORGAN STANLEY & CO INT PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990967834,Morgan Stanley,484,MORGAN STANLEY & CO INTERNATIONAL,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990198023,Morgan Stanley,485,MORGAN STANLEY & CO INTERNATIONAL LTD,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.99055386,Morgan Stanley,486,MORGAN STANLEY & CO INTERNATIONAL PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990208108,Morgan Stanley,487,"MORGAN STANLEY & CO INTERNATIONAL, PLC",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.992708516,Morgan Stanley,488,MORGAN STANLEY & CO INTL PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.995236723,Morgan Stanley,489,MORGAN STANLEY & CO LLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.99063444,Morgan Stanley,490,"MORGAN STANLEY & CO, INTERNATIONAL PLC",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.994675842,Morgan Stanley,491,"MORGAN STANLEY & CO, LLC",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988158192,Morgan Stanley,492,MORGAN STANLEY & CO. INCORPORATED,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.992031983,Morgan Stanley,493,MORGAN STANLEY & CO. INT PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990881742,Morgan Stanley,494,MORGAN STANLEY & CO. INTERNATIONAL,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990712211,Morgan Stanley,495,MORGAN STANLEY & CO. INTERNATIONAL PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990958185,Morgan Stanley,496,MORGAN STANLEY & CO. INTERNATIONAL PLC.,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.994735136,Morgan Stanley,497,MORGAN STANLEY & CO. LLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990739942,Morgan Stanley,498,MORGAN STANLEY & CO. LLC AND AFFILIATED QUALIFIED CUSTODIANS,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.992992421,Morgan Stanley,499,"MORGAN STANLEY & CO., INC.",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988190957,Morgan Stanley,500,MORGAN STANLEY CAPITAL GROUP INC.,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987490152,Morgan Stanley,501,MORGAN STANLEY CAPITAL PRODUCTS LLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.989513491,Morgan Stanley,502,MORGAN STANLEY CAPITAL SERVICES,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987854604,Morgan Stanley,503,MORGAN STANLEY CAPITAL SERVICES INC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987431129,Morgan Stanley,504,MORGAN STANLEY CAPITAL SERVICES INC.,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988256481,Morgan Stanley,505,MORGAN STANLEY CAPITAL SERVICES LLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987804951,Morgan Stanley,506,MORGAN STANLEY CAPITAL SERVICES LLC.,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987273683,Morgan Stanley,507,"MORGAN STANLEY CAPITAL SERVICES, INC.",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988084894,Morgan Stanley,508,"MORGAN STANLEY CAPITAL SERVICES, LLC",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987745076,Morgan Stanley,509,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988084259,Morgan Stanley,510,MORGAN STANLEY INTERNATIONAL LIMITED,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.989751021,Morgan Stanley,511,MORGAN STANLEY INTERNATIONAL PLC,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987834791,Morgan Stanley,512,MORGAN STANLEY LIQUIDITY FUNDS,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.99174001,Morgan Stanley,513,MORGAN STANLEY PRIVATE BANK,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.986458202,Morgan Stanley,514,MORGAN STANLEY PRIVATE BANK ASSOCIATION,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990032542,Morgan Stanley,515,MORGAN STANLEY PRIVATE BANK NA,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990717806,Morgan Stanley,516,MORGAN STANLEY PRIVATE BANK NATIONAL ASSOCIATION,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987319262,Morgan Stanley,517,"MORGAN STANLEY PRIVATE BANK, N.A.",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988994675,Morgan Stanley,518,"MORGAN STANLEY PRIVATE BANK, NA",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.99061877,Morgan Stanley,519,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.990838934,Morgan Stanley,520,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION.",b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.987050394,Morgan Stanley,521,MORGAN STANLEY SECURITIES LIMITED,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.993951111,Morgan Stanley,522,MORGAN STANLEY SERVICES,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
74,0.988758212,Morgan Stanley,524,MORGAN STANLEY TRUST NATIONAL ASSOCIATION,b'501',b'MORGAN STANLEY',b'Morgan Stanley'
75,0.998089075,Nomura Securities,538,NOMURA SECURITIES INTERNATIONAL INC,b'538',"b'NOMURA SECURITIES INTERNATIONAL, INC'",b'Nomura Securities'
75,0.998289913,Nomura Securities,539,"NOMURA SECURITIES INTERNATIONAL, INC",b'538',"b'NOMURA SECURITIES INTERNATIONAL, INC'",b'Nomura Securities'
75,0.998271137,Nomura Securities,540,"NOMURA SECURITIES INTERNATIONAL, INC.",b'538',"b'NOMURA SECURITIES INTERNATIONAL, INC'",b'Nomura Securities'
76,0.997473,KT Zmico Securities Company,454,"KT ZMICO SECURITIES CO., LTD.",b'454',"b'KT ZMICO SECURITIES CO., LTD.'",b'KT Zmico Securities Company'
76,0.997473,KT Zmico Securities Company,455,KT-ZMICO,b'454',"b'KT ZMICO SECURITIES CO., LTD.'",b'KT Zmico Securities Company'
77,0.995972,NLB Tutunska banka,537,NLB TUTUNSKA BANKA AD SKOPJE,b'537',b'NLB TUTUNSKA BANKA AD SKOPJE',b'NLB Tutunska banka'
77,0.995972,NLB Tutunska banka,683,TUTUNSKA BANKA,b'537',b'NLB TUTUNSKA BANKA AD SKOPJE',b'NLB Tutunska banka'
78,0.994773,Standard Bank,608,STANDARD BANK SOUTH AFRICA,b'608',b'STANDARD BANK SOUTH AFRICA',b'Standard Bank'
78,0.994773,Standard Bank,609,"STANDARD BANK, PLC",b'608',b'STANDARD BANK SOUTH AFRICA',b'Standard Bank'
79,0.997792,Barclays,57,BARCLAYS BANK PLC - NEW YORK BRANCH,b'57',b'BARCLAYS BANK PLC - NEW YORK BRANCH',b'Barclays'
79,0.997792,Barclays,59,"BARCLAYS BANK PLC, NEW YORK BRANCH",b'57',b'BARCLAYS BANK PLC - NEW YORK BRANCH',b'Barclays'
80,0.998163849,State Street Custody Services,614,STATE STREET,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.983122177,State Street Custody Services,615,STATE STREET ALTERNATIVE INVESTMENT SOLUTIONS,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.997540957,State Street Custody Services,616,STATE STREET BANK,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.995331976,State Street Custody Services,617,STATE STREET BANK & TRUST,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.938995461,State Street Custody Services,618,STATE STREET BANK & TRUST CO,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.938466503,State Street Custody Services,619,STATE STREET BANK & TRUST CO.,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.99234478,State Street Custody Services,620,STATE STREET BANK & TRUST COMPANY,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.991714368,State Street Custody Services,621,STATE STREET BANK &TRUST COMPANY,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.992953155,State Street Custody Services,622,STATE STREET BANK AND TRUST CO.,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.989856362,State Street Custody Services,623,STATE STREET BANK AND TRUST CO. NA BOSTON,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.99201117,State Street Custody Services,624,STATE STREET BANK AND TRUST COMPANY,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.989728212,State Street Custody Services,625,STATE STREET BANK CAYMAN TRUST COMPANY LTD,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.991861704,State Street Custody Services,626,STATE STREET BANKING TRUST COMPANY,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.99199244,State Street Custody Services,627,STATE STREET CAYMAN TRUST LTD.,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.99163123,State Street Custody Services,628,STATE STREET CORPORATION,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.984208971,State Street Custody Services,629,STATE STREET CUSTODIAL SERVICES (IRELAND) LIMITED,b'620',b'STATE STREET',b'State Street Custody Services'
80,0.984841459,State Street Custody Services,630,"STATE STREET GLOBAL ADVISORS FUNDS DISTRIBUTORS, LLC",b'620',b'STATE STREET',b'State Street Custody Services'
80,0.985255188,State Street Custody Services,631,"STATE STREET GLOBAL MARKETS, LLC",b'620',b'STATE STREET',b'State Street Custody Services'
80,0.984240906,State Street Custody Services,632,STATE STREET INTERNATIONAL (IRELAND) LIMITED,b'620',b'STATE STREET',b'State Street Custody Services'
81,0.998336,Wilmington Trust,754,WILMINGTON TRUST,b'754',b'WILMINGTON TRUST',b'Wilmington Trust'
81,0.998336,Wilmington Trust,755,WILMINGTON TRUST COMPANY,b'754',b'WILMINGTON TRUST',b'Wilmington Trust'
82,0.978658736,Societe Generale Newedge UK,534,NEWEDGE UK FINANCIAL LIMITED,b'534',"b'NEWEDGE USA, LLC'",b'Societe Generale Newedge UK'
82,0.984345168,Societe Generale Newedge UK,535,"NEWEDGE USA, LLC",b'534',"b'NEWEDGE USA, LLC'",b'Societe Generale Newedge UK'
82,0.971573383,Societe Generale Newedge UK,604,SOCIETE GENERALE NEWEDGE UK LIMITED,b'534',"b'NEWEDGE USA, LLC'",b'Societe Generale Newedge UK'
83,0.998379,BMO Nesbitt Burns,87,BMO NESBITT BURNS,b'87',b'BMO NESBITT BURNS',b'BMO Nesbitt Burns'
83,0.998379,BMO Nesbitt Burns,88,BMO NESBITT BURNS INC.,b'87',b'BMO NESBITT BURNS',b'BMO Nesbitt Burns'
84,0.998203035,Credit Suisse Prime Fund Services,219,CREDIT SUISSE,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.997524343,Credit Suisse Prime Fund Services,220,CREDIT SUISSE AG,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.987793062,Credit Suisse Prime Fund Services,221,"CREDIT SUISSE AG, DUBLIN BRANCH",b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.987488631,Credit Suisse Prime Fund Services,222,"CREDIT SUISSE AG, LONDON BRANCH",b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.991817974,Credit Suisse Prime Fund Services,223,CREDIT SUISSE CAPITAL LLC,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.99122823,Credit Suisse Prime Fund Services,224,CREDIT SUISSE EUROPE LTD.,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.99422821,Credit Suisse Prime Fund Services,225,CREDIT SUISSE GROUP AG,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.98828423,Credit Suisse Prime Fund Services,226,CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.989988949,Credit Suisse Prime Fund Services,227,CREDIT SUISSE INTERNATIONAL,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.991727151,Credit Suisse Prime Fund Services,228,CREDIT SUISSE PRIME SECURITIES SERVICES (USA) LLC,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.99295174,Credit Suisse Prime Fund Services,229,CREDIT SUISSE SECURITIES (EUROPE),b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.992931623,Credit Suisse Prime Fund Services,230,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.993277684,Credit Suisse Prime Fund Services,231,CREDIT SUISSE SECURITIES (EUROPE) LTD,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.993426871,Credit Suisse Prime Fund Services,232,CREDIT SUISSE SECURITIES (EUROPE) LTD.,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.992581751,Credit Suisse Prime Fund Services,233,CREDIT SUISSE SECURITIES (USA) LLC,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.992826961,Credit Suisse Prime Fund Services,234,CREDIT SUISSE SECURITIES EUROPE,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
84,0.993844185,Credit Suisse Prime Fund Services,235,CREDIT SUISSE SECURITIES LLC,b'220',b'CREDIT SUISSE',b'Credit Suisse Prime Fund Services'
85,0.990715578,Kotak Mahindra Bank,449,KOTAK INFINITI,b'450',b'KOTAK MAHINDRA BANK LIMITED',b'Kotak Mahindra Bank'
85,0.988417089,Kotak Mahindra Bank,450,KOTAK MAHINDRA BANK,b'450',b'KOTAK MAHINDRA BANK LIMITED',b'Kotak Mahindra Bank'
85,0.992083222,Kotak Mahindra Bank,451,KOTAK MAHINDRA BANK LIMITED,b'450',b'KOTAK MAHINDRA BANK LIMITED',b'Kotak Mahindra Bank'
85,0.987700492,Kotak Mahindra Bank,452,"KOTAK MAHINDRA, LTD",b'450',b'KOTAK MAHINDRA BANK LIMITED',b'Kotak Mahindra Bank'
